17:47:38.776 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
18:23:55.509 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 121 ms to scan 112 urls, producing 0 keys and 0 values 
18:23:55.525 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 15 ms to scan 1 urls, producing 1 keys and 5 values 
18:23:55.540 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 12 ms to scan 1 urls, producing 1 keys and 7 values 
18:23:55.554 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 12 ms to scan 1 urls, producing 2 keys and 8 values 
18:23:55.664 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 108 ms to scan 112 urls, producing 0 keys and 0 values 
18:23:55.665 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e9aa2487-f259-4b04-b542-f382b2cd045a_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
18:23:55.666 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e9aa2487-f259-4b04-b542-f382b2cd045a_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$333/1831141281
18:23:55.666 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e9aa2487-f259-4b04-b542-f382b2cd045a_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/1705277839
18:23:55.667 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e9aa2487-f259-4b04-b542-f382b2cd045a_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
18:23:55.667 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e9aa2487-f259-4b04-b542-f382b2cd045a_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
18:23:55.674 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e9aa2487-f259-4b04-b542-f382b2cd045a_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
18:23:58.178 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e9aa2487-f259-4b04-b542-f382b2cd045a_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688639037904_127.0.0.1_2093
18:23:58.179 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e9aa2487-f259-4b04-b542-f382b2cd045a_config-0] Notify connected event to listeners.
18:23:58.179 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e9aa2487-f259-4b04-b542-f382b2cd045a_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
18:23:58.180 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e9aa2487-f259-4b04-b542-f382b2cd045a_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/233519968
18:23:58.250 [main] INFO  c.y.g.YingHuaGateWayApplication - [logStartupProfileInfo,637] - The following 1 profile is active: "dev"
18:23:59.187 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - An older version [1.2.14] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.30]
18:23:59.187 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - Loaded Apache Tomcat Native library [1.2.14] using APR version [1.6.2].
18:23:59.187 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [false].
18:23:59.187 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
18:24:00.217 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - OpenSSL successfully initialized [OpenSSL 1.0.2l  25 May 2017]
18:24:00.224 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8080"]
18:24:00.225 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
18:24:00.225 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.70]
18:24:00.387 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
18:24:02.679 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 9fb5b498-b0be-4038-b9b2-633e1bcccb98
18:24:02.679 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9fb5b498-b0be-4038-b9b2-633e1bcccb98] RpcClient init label, labels = {module=naming, source=sdk}
18:24:02.680 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9fb5b498-b0be-4038-b9b2-633e1bcccb98] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
18:24:02.681 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9fb5b498-b0be-4038-b9b2-633e1bcccb98] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
18:24:02.681 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9fb5b498-b0be-4038-b9b2-633e1bcccb98] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
18:24:02.681 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9fb5b498-b0be-4038-b9b2-633e1bcccb98] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
18:24:02.798 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9fb5b498-b0be-4038-b9b2-633e1bcccb98] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688639042687_127.0.0.1_2101
18:24:02.799 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9fb5b498-b0be-4038-b9b2-633e1bcccb98] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
18:24:02.799 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9fb5b498-b0be-4038-b9b2-633e1bcccb98] Notify connected event to listeners.
18:24:02.799 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9fb5b498-b0be-4038-b9b2-633e1bcccb98] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/233519968
18:24:02.853 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8080"]
18:24:02.874 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP yinghua-gateway 10.57.100.17:8080 register finished
18:24:03.425 [nacos-grpc-client-executor-6] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9fb5b498-b0be-4038-b9b2-633e1bcccb98] Receive server push request, request = NotifySubscriberRequest, requestId = 4
18:24:03.432 [nacos-grpc-client-executor-6] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9fb5b498-b0be-4038-b9b2-633e1bcccb98] Ack server push request, request = NotifySubscriberRequest, requestId = 4
18:24:03.694 [main] INFO  c.y.g.YingHuaGateWayApplication - [logStarted,61] - Started YingHuaGateWayApplication in 11.017 seconds (JVM running for 12.995)
18:24:03.700 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=yinghua-gateway.yml, group=DEFAULT_GROUP
18:24:03.701 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=yinghua-gateway-dev.yml, group=DEFAULT_GROUP
18:24:03.701 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=yinghua-gateway, group=DEFAULT_GROUP
19:00:38.796 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
19:00:40.182 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of d3c99187-87bc-428d-a4f6-873485ece69d_config-0
19:00:40.241 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 41 ms to scan 1 urls, producing 3 keys and 6 values 
19:00:40.286 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 27 ms to scan 1 urls, producing 4 keys and 9 values 
19:00:40.306 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 3 keys and 10 values 
19:00:40.457 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 148 ms to scan 112 urls, producing 0 keys and 0 values 
19:00:40.477 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 18 ms to scan 1 urls, producing 1 keys and 5 values 
19:00:40.495 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 1 keys and 7 values 
19:00:40.512 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 15 ms to scan 1 urls, producing 2 keys and 8 values 
19:00:40.640 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 125 ms to scan 112 urls, producing 0 keys and 0 values 
19:00:40.641 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d3c99187-87bc-428d-a4f6-873485ece69d_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
19:00:40.642 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d3c99187-87bc-428d-a4f6-873485ece69d_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$333/1831141281
19:00:40.642 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d3c99187-87bc-428d-a4f6-873485ece69d_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/1705277839
19:00:40.643 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d3c99187-87bc-428d-a4f6-873485ece69d_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
19:00:40.643 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d3c99187-87bc-428d-a4f6-873485ece69d_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
19:00:40.652 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d3c99187-87bc-428d-a4f6-873485ece69d_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:00:43.368 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d3c99187-87bc-428d-a4f6-873485ece69d_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688641243064_127.0.0.1_5211
19:00:43.370 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d3c99187-87bc-428d-a4f6-873485ece69d_config-0] Notify connected event to listeners.
19:00:43.371 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d3c99187-87bc-428d-a4f6-873485ece69d_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:00:43.371 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d3c99187-87bc-428d-a4f6-873485ece69d_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/233519968
19:00:43.474 [main] INFO  c.y.g.YingHuaGateWayApplication - [logStartupProfileInfo,637] - The following 1 profile is active: "dev"
19:00:44.447 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - An older version [1.2.14] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.30]
19:00:44.447 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - Loaded Apache Tomcat Native library [1.2.14] using APR version [1.6.2].
19:00:44.447 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [false].
19:00:44.447 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
19:00:45.495 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - OpenSSL successfully initialized [OpenSSL 1.0.2l  25 May 2017]
19:00:45.504 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8080"]
19:00:45.505 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
19:00:45.505 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.70]
19:00:45.770 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
19:00:48.370 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of c06f9920-2000-447c-930a-dd7d02234c67
19:00:48.370 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c06f9920-2000-447c-930a-dd7d02234c67] RpcClient init label, labels = {module=naming, source=sdk}
19:00:48.371 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c06f9920-2000-447c-930a-dd7d02234c67] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
19:00:48.372 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c06f9920-2000-447c-930a-dd7d02234c67] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
19:00:48.372 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c06f9920-2000-447c-930a-dd7d02234c67] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
19:00:48.372 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c06f9920-2000-447c-930a-dd7d02234c67] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:00:48.488 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c06f9920-2000-447c-930a-dd7d02234c67] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688641248378_127.0.0.1_5220
19:00:48.490 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c06f9920-2000-447c-930a-dd7d02234c67] Notify connected event to listeners.
19:00:48.491 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c06f9920-2000-447c-930a-dd7d02234c67] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:00:48.492 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c06f9920-2000-447c-930a-dd7d02234c67] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/233519968
19:00:48.540 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8080"]
19:00:49.113 [nacos-grpc-client-executor-6] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c06f9920-2000-447c-930a-dd7d02234c67] Receive server push request, request = NotifySubscriberRequest, requestId = 17
19:00:49.114 [nacos-grpc-client-executor-6] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c06f9920-2000-447c-930a-dd7d02234c67] Ack server push request, request = NotifySubscriberRequest, requestId = 17
19:00:49.213 [main] INFO  c.a.n.c.r.client - [shutdown,454] - Shutdown rpc client, set status to shutdown
19:00:49.214 [main] INFO  c.a.n.c.r.client - [shutdown,456] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@6a55594b[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
19:00:49.215 [main] INFO  c.a.n.c.r.client - [closeConnection,591] - Close current connection 1688641248378_127.0.0.1_5220
19:00:49.219 [nacos-grpc-client-executor-7] INFO  c.a.n.c.r.c.g.GrpcClient - [printIfInfoEnabled,60] - [1688641248378_127.0.0.1_5220]Ignore complete event,isRunning:false,isAbandon=false
19:00:49.221 [main] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,85] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@14c99bf6[Running, pool size = 8, active threads = 0, queued tasks = 0, completed tasks = 8]
19:00:49.225 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 2fe48aed-9b20-4784-86f0-b94f5642b7ac
19:00:49.225 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fe48aed-9b20-4784-86f0-b94f5642b7ac] RpcClient init label, labels = {module=naming, source=sdk}
19:00:49.225 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fe48aed-9b20-4784-86f0-b94f5642b7ac] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
19:00:49.226 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fe48aed-9b20-4784-86f0-b94f5642b7ac] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
19:00:49.226 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fe48aed-9b20-4784-86f0-b94f5642b7ac] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
19:00:49.226 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fe48aed-9b20-4784-86f0-b94f5642b7ac] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:00:52.256 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fe48aed-9b20-4784-86f0-b94f5642b7ac] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:00:52.377 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fe48aed-9b20-4784-86f0-b94f5642b7ac] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688641252261_127.0.0.1_5228
19:00:52.377 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fe48aed-9b20-4784-86f0-b94f5642b7ac] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:00:52.377 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fe48aed-9b20-4784-86f0-b94f5642b7ac] Notify connected event to listeners.
19:00:52.377 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fe48aed-9b20-4784-86f0-b94f5642b7ac] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/233519968
19:00:52.383 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Pausing ProtocolHandler ["http-nio-8080"]
19:00:52.383 [main] INFO  o.a.c.c.StandardService - [log,173] - Stopping service [Tomcat]
19:00:52.388 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Stopping ProtocolHandler ["http-nio-8080"]
19:00:52.389 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Destroying ProtocolHandler ["http-nio-8080"]
19:03:27.633 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
19:03:29.613 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 8fb7f990-7c8c-4c8f-84ab-148829a365d6_config-0
19:03:29.669 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 38 ms to scan 1 urls, producing 3 keys and 6 values 
19:03:29.770 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 28 ms to scan 1 urls, producing 4 keys and 9 values 
19:03:29.824 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 50 ms to scan 1 urls, producing 3 keys and 10 values 
19:03:29.989 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 161 ms to scan 112 urls, producing 0 keys and 0 values 
19:03:30.007 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 17 ms to scan 1 urls, producing 1 keys and 5 values 
19:03:30.057 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 47 ms to scan 1 urls, producing 1 keys and 7 values 
19:03:30.080 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 15 ms to scan 1 urls, producing 2 keys and 8 values 
19:03:30.276 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 190 ms to scan 112 urls, producing 0 keys and 0 values 
19:03:30.277 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8fb7f990-7c8c-4c8f-84ab-148829a365d6_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
19:03:30.278 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8fb7f990-7c8c-4c8f-84ab-148829a365d6_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$333/1118430673
19:03:30.278 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8fb7f990-7c8c-4c8f-84ab-148829a365d6_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/1527254842
19:03:30.279 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8fb7f990-7c8c-4c8f-84ab-148829a365d6_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
19:03:30.279 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8fb7f990-7c8c-4c8f-84ab-148829a365d6_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
19:03:30.287 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8fb7f990-7c8c-4c8f-84ab-148829a365d6_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:03:34.184 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8fb7f990-7c8c-4c8f-84ab-148829a365d6_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688641413923_127.0.0.1_5560
19:03:34.185 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8fb7f990-7c8c-4c8f-84ab-148829a365d6_config-0] Notify connected event to listeners.
19:03:34.186 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8fb7f990-7c8c-4c8f-84ab-148829a365d6_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:03:34.187 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8fb7f990-7c8c-4c8f-84ab-148829a365d6_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/1080167822
19:03:34.253 [main] INFO  c.y.g.YingHuaGateWayApplication - [logStartupProfileInfo,637] - The following 1 profile is active: "dev"
19:03:35.170 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - An older version [1.2.14] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.30]
19:03:35.170 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - Loaded Apache Tomcat Native library [1.2.14] using APR version [1.6.2].
19:03:35.170 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [false].
19:03:35.170 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
19:03:36.221 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - OpenSSL successfully initialized [OpenSSL 1.0.2l  25 May 2017]
19:03:36.232 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8080"]
19:03:36.233 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
19:03:36.233 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.70]
19:03:36.402 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
19:03:39.161 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 6729b5c2-b7d5-44fd-8e10-4f321c5c99ab
19:03:39.162 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [6729b5c2-b7d5-44fd-8e10-4f321c5c99ab] RpcClient init label, labels = {module=naming, source=sdk}
19:03:39.164 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [6729b5c2-b7d5-44fd-8e10-4f321c5c99ab] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
19:03:39.164 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [6729b5c2-b7d5-44fd-8e10-4f321c5c99ab] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
19:03:39.165 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [6729b5c2-b7d5-44fd-8e10-4f321c5c99ab] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
19:03:39.165 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [6729b5c2-b7d5-44fd-8e10-4f321c5c99ab] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:03:39.284 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [6729b5c2-b7d5-44fd-8e10-4f321c5c99ab] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688641419172_127.0.0.1_5575
19:03:39.284 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [6729b5c2-b7d5-44fd-8e10-4f321c5c99ab] Notify connected event to listeners.
19:03:39.284 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [6729b5c2-b7d5-44fd-8e10-4f321c5c99ab] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:03:39.285 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [6729b5c2-b7d5-44fd-8e10-4f321c5c99ab] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/1080167822
19:03:39.334 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8080"]
19:03:39.832 [nacos-grpc-client-executor-4] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [6729b5c2-b7d5-44fd-8e10-4f321c5c99ab] Receive server push request, request = NotifySubscriberRequest, requestId = 20
19:03:39.833 [nacos-grpc-client-executor-4] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [6729b5c2-b7d5-44fd-8e10-4f321c5c99ab] Ack server push request, request = NotifySubscriberRequest, requestId = 20
19:03:40.025 [main] INFO  c.a.n.c.r.client - [shutdown,454] - Shutdown rpc client, set status to shutdown
